PRD_SRL_NO,PRD_CD,from_eq,from_process,from_name,to_eq,to_process,to_name,from_end_time,to_start_time,waiting_sec,negative_wait_flag
PRD2000-260223014-0001,PRD2000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,2026-02-23 16:03:05.275,2026-02-23 16:03:31.278,26.003,False
PRD2000-260223014-0001,PRD2000,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,EQ10,A7,A7 동리벳_인서트압입,2026-02-23 16:04:45.310,2026-02-23 16:05:08.978,23.668,False
PRD2000-260223014-0001,PRD2000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-02-23 16:07:43.956,2026-02-23 16:16:42.770,538.814,False
PRD2000-260223014-0001,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-02-23 16:17:12.046,2026-02-23 16:17:31.651,19.605,False
PRD2000-260223014-0001,PRD2000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-02-23 16:18:34.745,2026-02-23 16:18:55.533,20.788,False
PRD2000-260223014-0001,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-02-23 16:21:29.488,2026-02-23 16:22:42.262,72.774,False
PRD2000-260223014-0001,PRD2000,EQ05,A3,A3 완제품 및 NG 배출부,EQ14,AMR_LD250,AMR_LD250,2026-02-23 16:23:41.772,2026-02-23 16:26:18.767,156.995,False
PRD2000-260223015-0001,PRD2000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-23 15:37:53.579,2026-02-23 15:40:24.847,151.268,False
PRD2000-260223015-0001,PRD2000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-23 15:41:37.078,2026-02-23 15:41:49.637,12.559,False
PRD2000-260223015-0001,PRD2000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-23 15:42:15.323,2026-02-23 15:42:37.270,21.947,False
PRD2000-260223015-0001,PRD2000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-02-23 15:42:39.512,2026-02-23 15:52:29.454,589.942,False
PRD2000-260223015-0001,PRD2000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-23 16:01:31.507,2026-02-23 16:02:03.275,31.768,False
PRD2000-260223015-0001,PRD2000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,2026-02-23 16:03:37.880,2026-02-23 16:04:03.465,25.585,False
PRD2000-260223015-0001,PRD2000,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,EQ10,A7,A7 동리벳_인서트압입,2026-02-23 16:06:34.620,2026-02-23 16:06:59.135,24.515,False
PRD2000-260223015-0001,PRD2000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-02-23 16:08:39.888,2026-02-23 16:21:40.151,780.263,False
PRD2000-260223015-0001,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-02-23 16:22:09.358,2026-02-23 16:22:29.388,20.03,False
PRD2000-260223015-0001,PRD2000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-02-23 16:26:34.453,2026-02-23 16:26:55.164,20.711,False
PRD2000-260223015-0001,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-02-23 16:29:04.243,2026-02-23 16:29:42.063,37.82,False
PRD2000-260223015-0001,PRD2000,EQ05,A3,A3 완제품 및 NG 배출부,EQ14,AMR_LD250,AMR_LD250,2026-02-23 16:30:41.748,2026-02-23 16:33:26.478,164.73,False
PRD2000-260225009-0001,PRD2000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-25 14:22:37.840,2026-02-25 14:23:25.417,47.577,False
PRD2000-260225009-0001,PRD2000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-25 14:24:43.376,2026-02-25 14:24:56.969,13.593,False
PRD2000-260225009-0001,PRD2000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-25 14:25:13.709,2026-02-25 14:25:38.003,24.294,False
PRD2000-260225010-0001,PRD2000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-25 14:27:42.908,2026-02-25 14:28:14.389,31.481,False
PRD2000-260225010-0001,PRD2000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-25 14:29:41.746,2026-02-25 14:29:54.951,13.205,False
PRD2000-260225010-0001,PRD2000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-25 15:44:56.845,2026-02-25 15:45:20.392,23.547,False
PRD2000-260225011-0001,PRD2000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-25 14:36:37.649,2026-02-25 14:37:15.385,37.736,False
PRD2000-260225011-0001,PRD2000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-25 14:38:42.464,2026-02-25 14:38:56.005,13.541,False
PRD2000-260225011-0001,PRD2000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-25 15:45:19.405,2026-02-25 15:45:41.999,22.594,False
PRD2000-260225016-0001,PRD2000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-25 22:20:16.606,2026-02-25 22:23:06.686,170.08,False
PRD2000-260225016-0001,PRD2000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-25 22:24:24.531,2026-02-25 22:24:37.414,12.883,False
PRD2000-260225016-0001,PRD2000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-25 22:25:29.077,2026-02-25 22:25:51.329,22.252,False
PRD2000-260225016-0001,PRD2000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-02-25 22:25:53.475,2026-02-25 22:27:24.469,90.994,False
PRD2000-260225016-0001,PRD2000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-25 23:03:56.178,2026-02-25 23:04:58.773,62.595,False
PRD2000-260225016-0001,PRD2000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,2026-02-25 23:06:33.308,2026-02-25 23:06:59.718,26.41,False
PRD2000-260225016-0001,PRD2000,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,EQ10,A7,A7 동리벳_인서트압입,2026-02-25 23:09:35.523,2026-02-25 23:12:47.261,191.738,False
PRD2000-260225016-0001,PRD2000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-02-25 23:20:56.727,2026-02-25 23:36:38.160,941.433,False
PRD2000-260225016-0001,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-02-25 23:37:12.799,2026-02-25 23:37:33.680,20.881,False
PRD2000-260225016-0001,PRD2000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-02-25 23:38:43.251,2026-02-25 23:39:03.709,20.458,False
PRD2000-260225016-0002,PRD2000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-25 22:23:10.074,2026-02-25 22:25:56.877,166.803,False
PRD2000-260225016-0002,PRD2000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-25 22:27:14.558,2026-02-25 22:27:37.249,22.691,False
PRD2000-260225016-0002,PRD2000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-25 22:30:37.893,2026-02-25 22:31:00.684,22.791,False
PRD2000-260225016-0002,PRD2000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-02-25 22:31:02.956,2026-02-25 22:32:14.876,71.92,False
PRD2000-260225016-0002,PRD2000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-25 23:03:11.782,2026-02-25 23:03:44.418,32.636,False
PRD2000-260225016-0002,PRD2000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,2026-02-25 23:06:00.673,2026-02-25 23:06:25.719,25.046,False
PRD2000-260225016-0002,PRD2000,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,EQ10,A7,A7 동리벳_인서트압입,2026-02-25 23:07:42.269,2026-02-25 23:08:29.708,47.439,False
PRD2000-260225501-0001,PRD2000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-25 16:57:56.855,2026-02-25 17:00:37.855,161.0,False
PRD2000-260225501-0001,PRD2000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-25 17:01:53.903,2026-02-25 17:02:07.276,13.373,False
PRD2000-260225501-0001,PRD2000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-25 17:02:35.122,2026-02-25 17:02:58.152,23.03,False
PRD2000-260225501-0001,PRD2000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-02-25 17:03:00.344,2026-02-25 17:03:41.928,41.584,False
PRD2000-260225501-0001,PRD2000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-25 18:01:54.621,2026-02-25 18:02:27.019,32.398,False
PRD2000-260225501-0001,PRD2000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,2026-02-25 18:05:11.503,2026-02-25 18:05:38.017,26.514,False
PRD2000-260225501-0001,PRD2000,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,EQ10,A7,A7 동리벳_인서트압입,2026-02-25 18:08:31.648,2026-02-25 18:08:56.897,25.249,False
PRD2000-260225501-0001,PRD2000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-02-25 18:11:32.088,2026-02-25 18:12:14.098,42.01,False
PRD2000-260225501-0001,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-02-25 18:12:43.507,2026-02-25 18:13:04.947,21.44,False
PRD2000-260225501-0001,PRD2000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-02-25 18:14:06.326,2026-02-25 18:14:26.556,20.23,False
PRD2000-260225501-0001,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-02-25 18:25:47.245,2026-02-25 18:26:23.878,36.633,False
PRD2000-260225501-0002,PRD2000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-25 17:00:41.040,2026-02-25 17:03:40.941,179.901,False
PRD2000-260225501-0002,PRD2000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-25 18:03:11.128,2026-02-25 18:04:03.124,51.996,False
PRD2000-260225501-0002,PRD2000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-25 18:06:22.827,2026-02-25 18:06:45.200,22.373,False
PRD2000-260225501-0002,PRD2000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-02-25 18:06:47.430,2026-02-25 18:07:19.066,31.636,False
PRD2000-260225501-0002,PRD2000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-25 18:13:28.498,2026-02-25 18:14:02.066,33.568,False
PRD2000-260225501-0002,PRD2000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,2026-02-25 18:17:27.286,2026-02-25 18:17:54.690,27.404,False
PRD2000-260225501-0002,PRD2000,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,EQ10,A7,A7 동리벳_인서트압입,2026-02-25 18:20:41.186,2026-02-25 18:21:05.905,24.719,False
PRD2000-260225501-0002,PRD2000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-02-25 18:24:39.729,2026-02-25 18:27:28.857,169.128,False
PRD2000-260225501-0002,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-02-25 18:27:58.164,2026-02-25 18:28:19.028,20.864,False
PRD2000-260225501-0002,PRD2000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-02-25 18:29:22.876,2026-02-25 18:29:42.900,20.024,False
PRD2000-260225501-0002,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-02-25 18:34:11.002,2026-02-25 18:34:47.813,36.811,False
PRD2000-260225501-0002,PRD2000,EQ05,A3,A3 완제품 및 NG 배출부,EQ14,AMR_LD250,AMR_LD250,2026-02-25 18:35:47.573,2026-02-25 19:15:04.298,2356.725,False
PRD2000-260226003-0001,PRD2000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-26 14:08:44.912,2026-02-26 14:11:30.453,165.541,False
PRD2000-260226003-0001,PRD2000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-26 14:12:46.852,2026-02-26 14:13:00.161,13.309,False
PRD2000-260226003-0001,PRD2000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-26 14:15:35.963,2026-02-26 14:15:58.878,22.915,False
PRD2000-260226003-0001,PRD2000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-02-26 14:16:01.112,2026-02-26 14:17:05.549,64.437,False
PRD2000-260226003-0001,PRD2000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-26 14:25:25.859,2026-02-26 14:25:57.640,31.781,False
PRD2000-260226003-0001,PRD2000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,2026-02-26 14:33:20.790,2026-02-26 14:33:47.313,26.523,False
PRD2000-260226003-0001,PRD2000,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,EQ10,A7,A7 동리벳_인서트압입,2026-02-26 14:36:21.319,2026-02-26 14:36:45.297,23.978,False
PRD2000-260226003-0001,PRD2000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-02-26 14:39:06.726,2026-02-26 14:39:48.368,41.642,False
PRD2000-260226003-0001,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-02-26 14:40:17.700,2026-02-26 14:40:39.124,21.424,False
PRD2000-260226003-0001,PRD2000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-02-26 14:41:39.936,2026-02-26 14:42:00.850,20.914,False
PRD2000-260226003-0001,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-02-26 14:43:48.651,2026-02-26 14:44:23.700,35.049,False
PRD2000-260226003-0001,PRD2000,EQ05,A3,A3 완제품 및 NG 배출부,EQ14,AMR_LD250,AMR_LD250,2026-02-26 14:45:21.571,2026-02-26 16:07:52.213,4950.642,False
PRD2000-260226003-0002,PRD2000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-26 14:11:33.642,2026-02-26 14:14:15.082,161.44,False
PRD2000-260226003-0002,PRD2000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-26 14:15:37.340,2026-02-26 14:15:50.871,13.531,False
PRD2000-260226003-0002,PRD2000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-26 14:16:07.612,2026-02-26 14:16:30.655,23.043,False
PRD2000-260226003-0002,PRD2000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-02-26 14:16:32.788,2026-02-26 14:20:06.471,213.683,False
PRD2000-260226003-0002,PRD2000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-26 14:30:35.074,2026-02-26 14:32:18.002,102.928,False
PRD2000-260226003-0002,PRD2000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,2026-02-26 14:35:10.958,2026-02-26 14:35:37.038,26.08,False
PRD2000-260226003-0002,PRD2000,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,EQ10,A7,A7 동리벳_인서트압입,2026-02-26 14:36:46.344,2026-02-26 14:37:50.764,64.42,False
PRD2000-260226003-0002,PRD2000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-02-26 14:41:45.795,2026-02-26 14:44:27.224,161.429,False
PRD2000-260226003-0002,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-02-26 14:44:56.401,2026-02-26 14:45:16.458,20.057,False
PRD2000-260226003-0002,PRD2000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-02-26 14:46:19.736,2026-02-26 14:46:40.646,20.91,False
PRD2000-260226003-0002,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-02-26 14:50:16.830,2026-02-26 14:50:52.649,35.819,False
PRD2000-260304002-0001,PRD2000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-03-04 14:16:39.393,2026-03-04 14:21:33.069,293.676,False
PRD2000-260304002-0001,PRD2000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-03-04 14:22:58.400,2026-03-04 14:23:11.411,13.011,False
PRD2000-260304002-0001,PRD2000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-04 14:23:32.700,2026-03-04 14:23:55.821,23.121,False
PRD2000-260304002-0001,PRD2000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-03-04 14:23:58.046,2026-03-04 14:24:35.001,36.955,False
PRD2000-260304002-0001,PRD2000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-04 14:32:19.188,2026-03-04 14:32:51.977,32.789,False
PRD2000-260304002-0001,PRD2000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,2026-03-04 14:34:26.389,2026-03-04 14:34:52.690,26.301,False
PRD2000-260304002-0001,PRD2000,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,EQ10,A7,A7 동리벳_인서트압입,2026-03-04 14:36:00.443,2026-03-04 14:37:27.668,87.225,False
PRD2000-260304002-0001,PRD2000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-04 14:48:10.958,2026-03-04 14:50:58.970,168.012,False
PRD2000-260304002-0001,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-03-04 14:51:28.359,2026-03-04 14:52:27.262,58.903,False
PRD2000-260304002-0001,PRD2000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-04 14:53:02.203,2026-03-04 14:53:22.238,20.035,False
PRD2000-260304002-0001,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-03-04 14:54:33.428,2026-03-04 14:55:09.679,36.251,False
PRD2000-260304006-0002,PRD2000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-03-04 15:09:55.176,2026-03-04 15:14:12.672,257.496,False
PRD2000-260304006-0002,PRD2000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-03-04 15:15:37.627,2026-03-04 15:15:50.857,13.23,False
PRD2000-260304006-0002,PRD2000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-04 15:19:11.899,2026-03-04 15:19:33.313,21.414,False
PRD2000-260304006-0002,PRD2000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-03-04 15:19:35.451,2026-03-04 15:21:05.491,90.04,False
PRD2000-260304006-0002,PRD2000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-04 15:33:02.822,2026-03-04 15:33:25.424,22.602,False
PRD2000-260304006-0002,PRD2000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,2026-03-04 15:34:59.857,2026-03-04 15:35:26.282,26.425,False
PRD2000-260304006-0002,PRD2000,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,EQ10,A7,A7 동리벳_인서트압입,2026-03-04 15:36:34.066,2026-03-04 15:41:01.178,267.112,False
PRD2000-260304006-0002,PRD2000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-04 15:47:07.373,2026-03-04 15:57:23.138,615.765,False
PRD2000-260304006-0002,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-03-04 15:57:52.418,2026-03-04 15:58:12.103,19.685,False
PRD2000-260304006-0002,PRD2000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-04 15:59:15.406,2026-03-04 15:59:35.187,19.781,False
PRD2000-260304006-0002,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-03-04 16:07:22.409,2026-03-04 16:07:58.958,36.549,False
PRD2000-260305005-0001,PRD2000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-03-05 17:44:52.275,2026-03-05 17:46:03.875,71.6,False
PRD2000-260305005-0001,PRD2000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-03-05 17:48:00.225,2026-03-05 17:48:17.816,17.591,False
PRD2000-260305005-0001,PRD2000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-05 17:48:54.119,2026-03-05 17:49:16.505,22.386,False
PRD2000-260305005-0001,PRD2000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-03-05 17:49:18.743,2026-03-05 17:50:06.163,47.42,False
PRD2000-260305005-0001,PRD2000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-05 17:59:28.117,2026-03-05 17:59:49.848,21.731,False
PRD2000-260305005-0001,PRD2000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,2026-03-05 18:01:24.503,2026-03-05 18:01:51.677,27.174,False
PRD2000-260305005-0001,PRD2000,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,EQ10,A7,A7 동리벳_인서트압입,2026-03-05 18:04:04.567,2026-03-05 18:04:31.394,26.826999999999998,False
PRD2000-260305005-0001,PRD2000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-05 18:08:17.835,2026-03-05 18:15:26.905,429.07,False
PRD2000-260305005-0001,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-03-05 18:17:56.340,2026-03-05 18:18:48.639,52.299,False
PRD2000-260305005-0001,PRD2000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-05 18:19:23.721,2026-03-05 18:19:44.296,20.575,False
PRD2000-260305005-0001,PRD2000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-03-05 18:24:48.618,2026-03-05 18:25:27.304,38.686,False
PRD2000-260305005-0001,PRD2000,EQ05,A3,A3 완제품 및 NG 배출부,EQ14,AMR_LD250,AMR_LD250,2026-03-05 18:26:27.107,2026-03-05 22:04:22.602,13075.495,False
PRD2000-260305005-0002,PRD2000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ03,A1,A1 소재 공급,2026-03-05 17:46:07.172,2026-03-05 17:47:51.706,104.534,False
PRD2000-260305005-0002,PRD2000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-05 17:48:31.645,2026-03-05 17:48:54.973,23.328,False
PRD2000-260305005-0002,PRD2000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-03-05 17:48:57.106,2026-03-05 17:49:25.773,28.667,False
PRD2000-260305005-0002,PRD2000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-05 17:56:30.687,2026-03-05 17:56:52.839,22.152,False
PRD2000-260305005-0002,PRD2000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,2026-03-05 18:00:51.797,2026-03-05 18:01:19.820,28.023,False
PRD2000-260305005-0002,PRD2000,EQ08,A6_TESLA,A6 드릴 및 TAP - 테슬라,EQ10,A7,A7 동리벳_인서트압입,2026-03-05 18:02:34.296,2026-03-05 18:02:58.501,24.205,False
